"","province","state","tmerch_value_usd","gdp"
"581","Yukon","Michigan",5213,536975.6
"582","Yukon","Minnesota",4308,383961.6
"583","Yukon","Missouri",298391,334364.7
"584","Yukon","Montana",1696,52772.5
"585","Yukon","Nebraska",8454,132741
"586","Yukon","Nevada",5884,184343.9
"587","Yukon","New Jersey",10967,641877.6
"588","Yukon","New Mexico",567,103869.2
"589","Yukon","New York",32052,1793261.3
"590","Yukon","North Dakota",178189,60516.3
"591","Yukon","Ohio",2764,703127.8
"592","Yukon","Oklahoma",3078,205262.6
"593","Yukon","Oregon",336696,248939.8
"594","Yukon","Pennsylvania",5318,803078
"595","Yukon","South Dakota",2499,55007.4
"596","Yukon","Tennessee",2854,385819.5
"597","Yukon","Texas",353860,1860108.3
"598","Yukon","Unknown states",162372,NA
"599","Yukon","Utah",549937,201285.4
"600","Yukon","Washington",6418300,608966.4
"601","Yukon","Wisconsin",2381,347398.6
"602","Yukon","Wyoming",2775,39971.4
